#
#       site : https://molat.obspm.fr/index.php?page=pages/Molecules/CO-Rostas/view_data.php&fichier=T112C16O.txt
#
#       Table 1A. Absorption lines of 12C16O listed by rotational number (J") of
#                 the lower level.  
#
#       - column no 1 : (" between quotes ") band identification
#       - column no 2 : lower vibrational level
#       - column no 3 : lower rotational  level
#       - column no 4 : wavelength (in nm)
#       - column no 5 : wavenumber (in cm-1)
#       - column no 6 : oscillator strength
#       - column no 7 : upper state reciprocal lifetime (in s-1)
#       - column no 8 : upper state branching ratio towards dissociation
#
#       For more details concerning this table, please refer to page 234 of the paper by
#       Eidelsberg et al.(1991) which can be downloaded from this site. 
#
nb of lines:  3051
"C12O16 35   C  3ps1S 3-0 P( 8)"   0   8  101.8214  98211.15 2.052E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R( 8)"   0   8  101.7554  98274.93 2.310E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P( 8)"   0   8  102.9633  97121.99 8.781E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q( 8)"   0   8  102.9322  97151.35 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R( 8)"   0   8  102.8948  97186.63 1.255E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P( 8)"   0   8  104.0094  96145.12 4.917E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R( 8)"   0   8  103.9395  96209.80 5.536E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P( 8)"   0   8  105.2044  95053.08 5.088E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q( 8)"   0   8  105.1700  95084.10 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R( 8)"   0   8  105.1315  95119.00 7.274E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P( 8)"   0   8  106.3435  94034.90 1.303E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R( 8)"   0   8  106.2696  94100.28 1.467E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P( 8)"   0   8  107.6408  92901.58 7.512E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q( 8)"   0   8  107.6054  92932.14 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R( 8)"   0   8  107.5635  92968.33 1.074E-02 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P( 8)"   0   8  108.8263  91889.53 2.910E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R( 8)"   0   8  108.7482  91955.57 3.277E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P( 8)"   0   8  109.9446  90954.88 1.760E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R( 8)"   0   8  109.8675  91018.69 1.982E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P( 8)"   0   8  112.4006  88967.53 3.368E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R( 8)"   0   8  112.3181  89032.84 3.792E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P( 8)"   0   8  115.0922  86886.87 2.124E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R( 8)"   0   8  115.0046  86953.07 2.392E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P( 9)"   0   9   91.2992 109530.04 7.109E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q( 9)"   0   9   91.2705 109564.48 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R( 9)"   0   9   91.2386 109602.69 9.781E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P( 9)"   0   9   91.3741 109440.24 7.953E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R( 9)"   0   9   91.3161 109509.67 8.842E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P( 9)"   0   9   91.3698 109445.39 3.535E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q( 9)"   0   9   91.3406 109480.32 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R( 9)"   0   9   91.3083 109519.06 4.863E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P( 9)"   0   9   91.4045 109403.83 1.275E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R( 9)"   0   9   91.3485 109470.84 1.418E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P( 9)"   0   9   91.6029 109166.82 4.169E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q( 9)"   0   9   91.5742 109201.02 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R( 9)"   0   9   91.5424 109239.02 5.736E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P( 9)"   0   9   91.6390 109123.85 3.750E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R( 9)"   0   9   91.5849 109188.36 4.169E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P( 9)"   0   9   91.7719 108965.86 4.776E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q( 9)"   0   9   91.7467 108995.73 1.135E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R( 9)"   0   9   91.7188 109028.86 6.571E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P( 9)"   0   9   91.9370 108770.10 1.336E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R( 9)"   0   9   91.8683 108851.42 1.486E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P( 9)"   0   9   92.0445 108643.15 1.334E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R( 9)"   0   9   91.9832 108715.50 1.483E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P( 9)"   0   9   92.3064 108334.82 2.991E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R( 9)"   0   9   92.2449 108407.02 3.326E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P( 9)"   0   9   92.4962 108112.49 2.441E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R( 9)"   0   9   92.4358 108183.16 2.714E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P( 9)"   0   9   92.6278 107958.89 3.440E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q( 9)"   0   9   92.6026 107988.28 8.172E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R( 9)"   0   9   92.5747 108020.86 4.733E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P( 9)"   0   9   92.8964 107646.84 1.406E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q( 9)"   0   9   92.8667 107681.23 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R( 9)"   0   9   92.8338 107719.44 1.935E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P( 9)"   0   9   93.0425 107477.76 1.336E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q( 9)"   0   9   93.0142 107510.45 3.174E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R( 9)"   0   9   92.9828 107546.75 1.838E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P( 9)"   0   9   93.1545 107348.57 1.270E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q( 9)"   0   9   93.1287 107378.24 3.017E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R( 9)"   0   9   93.1002 107411.20 1.747E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P( 9)"   0   9   93.2238 107268.78 2.539E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q( 9)"   0   9   93.2017 107294.19 6.032E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R( 9)"   0   9   93.1776 107321.93 3.493E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P( 9)"   0   9   93.3226 107155.19 1.044E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R( 9)"   0   9   93.2523 107235.98 1.161E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P( 9)"   0   9   93.6599 106769.26 1.784E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R( 9)"   0   9   93.6293 106804.22 1.982E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P( 9)"   0   9   93.8295 106576.29 6.082E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R( 9)"   0   9   93.7660 106648.52 6.762E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P( 9)"   0   9   94.0431 106334.18 1.011E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R( 9)"   0   9   93.9750 106411.32 1.124E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P( 9)"   0   9   94.1665 106194.85 5.422E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q( 9)"   0   9   94.1406 106224.10 1.288E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R( 9)"   0   9   94.1118 106256.59 7.460E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P( 9)"   0   9   94.6621 105638.94 3.609E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R( 9)"   0   9   94.5981 105710.42 4.013E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P( 9)"   0   9   94.8673 105410.43 5.870E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q( 9)"   0   9   94.8355 105445.69 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R( 9)"   0   9   94.8003 105484.87 8.077E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P( 9)"   0   9   95.0340 105225.49 1.043E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R( 9)"   0   9   94.9676 105299.09 1.160E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P( 9)"   0   9   95.6788 104516.33 2.834E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q( 9)"   0   9   95.6531 104544.42 6.733E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R( 9)"   0   9   95.6246 104575.58 3.899E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P( 9)"   0   9   96.0958 104062.82 5.414E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q( 9)"   0   9   96.0725 104088.02 1.286E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R( 9)"   0   9   96.0467 104116.02 7.448E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P( 9)"   0   9   96.4721 103656.93 1.323E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R( 9)"   0   9   96.4043 103729.84 1.471E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P( 9)"   0   9   96.8604 103241.41 1.628E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q( 9)"   0   9   96.8270 103277.01 3.869E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R( 9)"   0   9   96.7899 103316.57 2.241E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P( 9)"   0   9   96.9292 103168.13 2.609E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q( 9)"   0   9   96.8988 103200.43 6.199E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R( 9)"   0   9   96.8651 103236.33 3.590E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P( 9)"   0   9   97.0691 103019.38 9.945E-03 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R( 9)"   0   9   97.0009 103091.80 1.106E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P( 9)"   0   9   97.3273 102746.05 2.538E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q( 9)"   0   9   97.3009 102773.93 6.029E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R( 9)"   0   9   97.2717 102804.85 3.492E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P( 9)"   0   9   97.8009 102248.59 3.833E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q( 9)"   0   9   97.7744 102276.21 9.105E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R( 9)"   0   9   97.7451 102306.89 5.273E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P( 9)"   0   9   98.2976 101731.89 2.272E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R( 9)"   0   9   98.2298 101802.12 2.526E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P( 9)"   0   9   98.5933 101426.77 7.271E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R( 9)"   0   9   98.5222 101499.99 8.085E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P( 9)"   0   9   99.0106 100999.32 9.710E-05 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q( 9)"   0   9   98.9760 101034.62 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R( 9)"   0   9   98.9376 101073.84 1.336E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P( 9)"   0   9   99.4157 100587.72 2.409E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q( 9)"   0   9   99.3889 100614.85 5.722E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R( 9)"   0   9   99.3592 100644.97 3.314E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P( 9)"   0   9   99.6507 100350.50 1.078E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R( 9)"   0   9   99.5813 100420.42 1.199E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P( 9)"   0   9  100.3032  99697.74 3.758E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R( 9)"   0   9  100.2356  99764.91 4.178E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P( 9)"   0   9  101.1426  98870.26 9.307E-06 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q( 9)"   0   9  101.1111  98901.07 2.211E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R( 9)"   0   9  101.0762  98935.26 1.281E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P( 9)"   0   9  101.8262  98206.58 2.066E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R( 9)"   0   9  101.7523  98277.85 2.297E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P( 9)"   0   9  102.9677  97117.82 8.979E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q( 9)"   0   9  102.9328  97150.72 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R( 9)"   0   9  102.8912  97190.06 1.235E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P( 9)"   0   9  104.0139  96140.97 4.949E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R( 9)"   0   9  103.9358  96213.26 5.503E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P( 9)"   0   9  105.2083  95049.52 5.203E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q( 9)"   0   9  105.1697  95084.41 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R( 9)"   0   9  105.1268  95123.18 7.160E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P( 9)"   0   9  106.3478  94031.08 1.311E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R( 9)"   0   9  106.2652  94104.14 1.458E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P( 9)"   0   9  107.6445  92898.41 7.681E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q( 9)"   0   9  107.6048  92932.68 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R( 9)"   0   9  107.5581  92973.01 1.057E-02 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P( 9)"   0   9  108.8305  91886.02 2.930E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R( 9)"   0   9  108.7431  91959.83 3.258E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P( 9)"   0   9  109.9501  90950.32 1.772E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R( 9)"   0   9  109.8640  91021.63 1.970E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P( 9)"   0   9  112.4054  88963.68 3.390E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R( 9)"   0   9  112.3133  89036.66 3.770E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P( 9)"   0   9  115.0967  86883.44 2.138E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R( 9)"   0   9  114.9988  86957.42 2.378E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(10)"   0  10   91.3025 109526.05 7.235E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(10)"   0  10   91.2706 109564.27 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(10)"   0  10   91.2357 109606.25 9.654E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(10)"   0  10   91.3787 109434.70 7.994E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(10)"   0  10   91.3147 109511.43 8.800E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(10)"   0  10   91.3727 109441.90 3.598E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(10)"   0  10   91.3404 109480.63 8.397E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(10)"   0  10   91.3049 109523.15 4.800E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(10)"   0  10   91.4100 109397.16 1.282E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(10)"   0  10   91.3483 109471.14 1.411E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(10)"   0  10   91.6065 109162.60 4.243E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(10)"   0  10   91.5746 109200.60 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(10)"   0  10   91.5396 109242.40 5.662E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(10)"   0  10   91.6456 109116.02 3.769E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(10)"   0  10   91.5859 109187.16 4.149E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(10)"   0  10   91.7791 108957.30 4.861E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(10)"   0  10   91.7512 108990.43 1.135E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(10)"   0  10   91.7206 109026.81 6.485E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(10)"   0  10   91.9369 108770.20 1.343E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(10)"   0  10   91.8610 108860.08 1.479E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(10)"   0  10   92.0480 108639.00 1.341E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(10)"   0  10   91.9803 108718.95 1.476E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(10)"   0  10   92.3100 108330.60 3.007E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(10)"   0  10   92.2421 108410.40 3.310E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(10)"   0  10   92.5005 108107.55 2.454E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(10)"   0  10   92.4338 108185.59 2.701E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(10)"   0  10   92.6356 107949.86 3.501E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(10)"   0  10   92.6077 107982.43 8.171E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(10)"   0  10   92.5770 108018.16 4.671E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(10)"   0  10   92.8998 107642.80 1.431E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(10)"   0  10   92.8669 107681.01 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(10)"   0  10   92.8307 107723.03 1.910E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(10)"   0  10   93.0475 107472.02 1.360E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(10)"   0  10   93.0161 107508.32 3.174E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(10)"   0  10   92.9815 107548.23 1.814E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(10)"   0  10   93.1621 107339.81 1.292E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(10)"   0  10   93.1335 107372.77 3.017E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(10)"   0  10   93.1020 107409.02 1.724E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(10)"   0  10   93.2351 107255.76 2.584E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(10)"   0  10   93.2110 107283.50 6.031E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(10)"   0  10   93.1850 107313.41 3.447E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(10)"   0  10   93.3227 107155.03 1.050E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(10)"   0  10   93.2450 107244.32 1.156E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(10)"   0  10   93.6791 106747.40 1.793E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(10)"   0  10   93.6452 106786.04 1.973E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(10)"   0  10   93.8332 106572.08 6.114E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(10)"   0  10   93.7630 106651.91 6.730E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(10)"   0  10   94.0448 106332.30 1.016E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(10)"   0  10   93.9695 106417.56 1.119E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(10)"   0  10   94.1747 106185.67 5.519E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(10)"   0  10   94.1459 106218.16 1.288E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(10)"   0  10   94.1142 106253.89 7.363E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(10)"   0  10   94.6662 105634.38 3.628E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(10)"   0  10   94.5954 105713.36 3.994E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(10)"   0  10   94.8701 105407.27 5.975E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(10)"   0  10   94.8349 105446.44 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(10)"   0  10   94.7961 105489.52 7.972E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(10)"   0  10   95.0372 105221.93 1.049E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(10)"   0  10   94.9638 105303.28 1.155E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(10)"   0  10   95.6883 104505.99 2.885E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(10)"   0  10   95.6598 104537.15 6.733E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(10)"   0  10   95.6285 104571.37 3.848E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(10)"   0  10   96.1080 104049.60 5.510E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(10)"   0  10   96.0822 104077.60 1.286E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R(10)"   0  10   96.0537 104108.40 7.350E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P(10)"   0  10   96.4757 103653.04 1.330E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R(10)"   0  10   96.4008 103733.61 1.464E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P(10)"   0  10   96.8630 103238.59 1.657E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q(10)"   0  10   96.8259 103278.14 3.869E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R(10)"   0  10   96.7851 103321.65 2.212E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P(10)"   0  10   96.9349 103162.01 2.656E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q(10)"   0  10   96.9012 103197.90 6.198E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R(10)"   0  10   96.8641 103237.37 3.543E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(10)"   0  10   97.0730 103015.28 9.997E-03 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(10)"   0  10   96.9977 103095.22 1.101E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(10)"   0  10   97.3373 102735.51 2.583E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(10)"   0  10   97.3080 102766.43 6.029E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(10)"   0  10   97.2759 102800.37 3.446E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P(10)"   0  10   97.8112 102237.78 3.901E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(10)"   0  10   97.7819 102268.47 9.104E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(10)"   0  10   97.7496 102302.20 5.204E-04 1.000E+11 1.000E+00
